Dim1,year,month,day,hour,val
Generator,2029,12,31,12,75.0
Generator,2030,12,31,12,75.0
Generator,2031,12,31,12,75.0
Generator,2032,12,31,12,75.0
Generator,2033,12,31,12,75.0
Generator,2034,12,31,12,75.0
Generator,2035,12,31,12,75.0
Generator,2036,12,31,12,75.0
Generator,2037,12,31,12,75.0
Generator,2038,12,31,12,75.0
Generator,2039,12,31,12,75.0
Generator,2040,12,31,12,75.0
Generator,2041,12,31,12,75.0
Generator,2042,12,31,12,75.0
Generator,2043,12,31,12,75.0
Generator,2044,12,31,12,75.0
Generator,2045,12,31,12,75.0
Generator,2046,12,31,12,75.0
Generator,2047,12,31,12,75.0
Generator,2048,12,31,12,75.0
Generator,2049,12,31,12,75.0
Generator,2050,12,31,12,75.0
Generator,2051,12,31,12,75.0
Generator,2052,12,31,12,75.0
Generator,2023,12,31,12,63.0
Generator,2024,12,31,12,63.0
Generator,2025,12,31,12,63.0
Generator,2026,12,31,12,63.0
Generator,2027,12,31,12,63.0
Generator,2028,12,31,12,63.0
Generator,2029,12,31,12,63.0
Generator,2030,12,31,12,63.0
Generator,2031,12,31,12,63.0
Generator,2032,12,31,12,63.0
Generator,2033,12,31,12,63.0
Generator,2034,12,31,12,63.0
Generator,2035,12,31,12,63.0
Generator,2036,12,31,12,63.0
Generator,2037,12,31,12,63.0
Generator,2038,12,31,12,63.0
Generator,2039,12,31,12,63.0
Generator,2040,12,31,12,63.0
Generator,2041,12,31,12,63.0
Generator,2042,12,31,12,63.0
Generator,2043,12,31,12,63.0
Generator,2044,12,31,12,63.0
Generator,2045,12,31,12,63.0
Generator,2046,12,31,12,63.0
Generator,2047,12,31,12,63.0
Generator,2048,12,31,12,63.0
Generator,2049,12,31,12,63.0
Generator,2050,12,31,12,63.0
Generator,2051,12,31,12,63.0
Generator,2052,12,31,12,63.0
Generator,2023,12,31,12,80.0
Generator,2024,12,31,12,80.0
Generator,2025,12,31,12,80.0
Generator,2026,12,31,12,80.0
Generator,2027,12,31,12,80.0
Generator,2028,12,31,12,80.0
Generator,2029,12,31,12,80.0
Generator,2030,12,31,12,80.0
Generator,2031,12,31,12,80.0
Generator,2032,12,31,12,80.0
Generator,2033,12,31,12,80.0
Generator,2034,12,31,12,80.0
Generator,2035,12,31,12,80.0
Generator,2036,12,31,12,80.0
Generator,2037,12,31,12,80.0
Generator,2038,12,31,12,80.0
Generator,2039,12,31,12,80.0
Generator,2040,12,31,12,80.0
Generator,2041,12,31,12,80.0
Generator,2042,12,31,12,80.0
Generator,2043,12,31,12,80.0
Generator,2044,12,31,12,80.0
Generator,2045,12,31,12,80.0
Generator,2046,12,31,12,80.0
Generator,2047,12,31,12,80.0
Generator,2048,12,31,12,80.0
Generator,2049,12,31,12,80.0
Generator,2050,12,31,12,80.0
Generator,2051,12,31,12,80.0
Generator,2052,12,31,12,80.0
Generator,2023,12,31,12,45.0
Generator,2024,12,31,12,45.0
Generator,2025,12,31,12,45.0
Generator,2026,12,31,12,45.0
Generator,2027,12,31,12,45.0
Generator,2028,12,31,12,45.0
Generator,2029,12,31,12,45.0
Generator,2030,12,31,12,45.0
Generator,2031,12,31,12,45.0
Generator,2032,12,31,12,45.0
Generator,2033,12,31,12,45.0
Generator,2034,12,31,12,45.0
Generator,2035,12,31,12,45.0
Generator,2036,12,31,12,45.0
Generator,2037,12,31,12,45.0
Generator,2038,12,31,12,45.0
Generator,2039,12,31,12,45.0
Generator,2040,12,31,12,45.0
Generator,2041,12,31,12,45.0
Generator,2042,12,31,12,45.0
Generator,2043,12,31,12,45.0
Generator,2044,12,31,12,45.0
Generator,2045,12,31,12,45.0
Generator,2046,12,31,12,45.0
Generator,2047,12,31,12,45.0
Generator,2048,12,31,12,45.0
Generator,2049,12,31,12,45.0
Generator,2050,12,31,12,45.0
Generator,2051,12,31,12,45.0
Generator,2052,12,31,12,45.0
Generator,2023,12,31,12,7.0
Generator,2024,12,31,12,7.0
Generator,2025,12,31,12,7.0
Generator,2026,12,31,12,7.0
Generator,2027,12,31,12,7.0
Generator,2028,12,31,12,7.0
Generator,2029,12,31,12,7.0
Generator,2030,12,31,12,7.0
Generator,2031,12,31,12,7.0
Generator,2032,12,31,12,7.0
Generator,2033,12,31,12,7.0
Generator,2034,12,31,12,7.0
Generator,2035,12,31,12,7.0
Generator,2036,12,31,12,7.0
Generator,2037,12,31,12,7.0
Generator,2038,12,31,12,7.0
Generator,2039,12,31,12,7.0
Generator,2040,12,31,12,7.0
Generator,2041,12,31,12,7.0
Generator,2042,12,31,12,7.0
Generator,2043,12,31,12,7.0
Generator,2044,12,31,12,7.0
Generator,2045,12,31,12,7.0
Generator,2046,12,31,12,7.0
Generator,2047,12,31,12,7.0
Generator,2048,12,31,12,7.0
Generator,2049,12,31,12,7.0
Generator,2050,12,31,12,7.0
Generator,2051,12,31,12,7.0
Generator,2052,12,31,12,7.0
Generator,2023,12,31,12,5.0
Generator,2024,12,31,12,5.0
Generator,2025,12,31,12,5.0
Generator,2026,12,31,12,5.0
Generator,2027,12,31,12,5.0
Generator,2028,12,31,12,5.0
Generator,2029,12,31,12,5.0
Generator,2030,12,31,12,5.0
Generator,2031,12,31,12,5.0
Generator,2032,12,31,12,5.0
Generator,2033,12,31,12,5.0
Generator,2034,12,31,12,5.0
Generator,2035,12,31,12,5.0
Generator,2036,12,31,12,5.0
Generator,2037,12,31,12,5.0
Generator,2038,12,31,12,5.0
Generator,2039,12,31,12,5.0
Generator,2040,12,31,12,5.0
Generator,2041,12,31,12,5.0
Generator,2042,12,31,12,5.0
Generator,2043,12,31,12,5.0
Generator,2044,12,31,12,5.0
Generator,2045,12,31,12,5.0
Generator,2046,12,31,12,5.0
Generator,2047,12,31,12,5.0
Generator,2048,12,31,12,5.0
Generator,2049,12,31,12,5.0
Generator,2050,12,31,12,5.0
Generator,2051,12,31,12,5.0
Generator,2052,12,31,12,5.0
Generator,2023,12,31,12,13.8
Generator,2024,12,31,12,13.8
Generator,2025,12,31,12,13.8
Generator,2026,12,31,12,13.8
Generator,2027,12,31,12,13.8
Generator,2028,12,31,12,13.8
Generator,2029,12,31,12,13.8
Generator,2030,12,31,12,13.8
Generator,2031,12,31,12,13.8
Generator,2032,12,31,12,13.8
Generator,2033,12,31,12,13.8
Generator,2034,12,31,12,13.8
Generator,2035,12,31,12,13.8
Generator,2036,12,31,12,13.8
Generator,2037,12,31,12,13.8
Generator,2038,12,31,12,13.8
Generator,2039,12,31,12,13.8
Generator,2040,12,31,12,13.8
Generator,2041,12,31,12,13.8
Generator,2042,12,31,12,13.8
Generator,2043,12,31,12,13.8
Generator,2044,12,31,12,13.8
Generator,2045,12,31,12,13.8
Generator,2046,12,31,12,13.8
Generator,2047,12,31,12,13.8
Generator,2048,12,31,12,13.8
Generator,2049,12,31,12,13.8
Generator,2050,12,31,12,13.8
Generator,2051,12,31,12,0.0
Generator,2052,12,31,12,0.0
Generator,2023,12,31,12,11.3
Generator,2024,12,31,12,11.3
Generator,2025,12,31,12,11.3
Generator,2026,12,31,12,11.3
Generator,2027,12,31,12,11.3
Generator,2028,12,31,12,11.3
Generator,2029,12,31,12,11.3
Generator,2030,12,31,12,11.3
Generator,2031,12,31,12,11.3
Generator,2032,12,31,12,11.3
Generator,2033,12,31,12,11.3
Generator,2034,12,31,12,11.3
Generator,2035,12,31,12,11.3
Generator,2036,12,31,12,11.3
Generator,2037,12,31,12,11.3
Generator,2038,12,31,12,11.3
Generator,2039,12,31,12,11.3
Generator,2040,12,31,12,11.3
Generator,2041,12,31,12,11.3
Generator,2042,12,31,12,11.3
Generator,2043,12,31,12,11.3
Generator,2044,12,31,12,11.3
Generator,2045,12,31,12,11.3
Generator,2046,12,31,12,11.3
Generator,2047,12,31,12,11.3
Generator,2048,12,31,12,11.3
Generator,2049,12,31,12,11.3
Generator,2050,12,31,12,11.3
Generator,2051,12,31,12,11.3
Generator,2052,12,31,12,11.3
Generator,2023,12,31,12,78.0
Generator,2024,12,31,12,78.0
Generator,2025,12,31,12,78.0
Generator,2026,12,31,12,78.0
Generator,2027,12,31,12,78.0
Generator,2028,12,31,12,78.0
Generator,2029,12,31,12,78.0
Generator,2030,12,31,12,78.0
Generator,2031,12,31,12,78.0
Generator,2032,12,31,12,78.0
Generator,2033,12,31,12,78.0
Generator,2034,12,31,12,78.0
Generator,2035,12,31,12,78.0
Generator,2036,12,31,12,78.0
Generator,2037,12,31,12,78.0
Generator,2038,12,31,12,78.0
Generator,2039,12,31,12,78.0
Generator,2040,12,31,12,78.0
Generator,2041,12,31,12,78.0
Generator,2042,12,31,12,78.0
Generator,2043,12,31,12,78.0
Generator,2044,12,31,12,78.0
Generator,2045,12,31,12,78.0
Generator,2046,12,31,12,78.0
Generator,2047,12,31,12,78.0
Generator,2048,12,31,12,78.0
Generator,2049,12,31,12,78.0
Generator,2050,12,31,12,78.0
Generator,2051,12,31,12,0.0
Generator,2052,12,31,12,0.0
Generator,2023,12,31,12,15.0
Generator,2024,12,31,12,15.0
Generator,2025,12,31,12,15.0
Generator,2026,12,31,12,15.0
Generator,2027,12,31,12,15.0
Generator,2028,12,31,12,15.0
Generator,2029,12,31,12,15.0
Generator,2030,12,31,12,15.0
Generator,2031,12,31,12,15.0
Generator,2032,12,31,12,15.0
Generator,2033,12,31,12,15.0
Generator,2034,12,31,12,15.0
Generator,2035,12,31,12,15.0
Generator,2036,12,31,12,15.0
Generator,2037,12,31,12,15.0
Generator,2038,12,31,12,15.0
Generator,2039,12,31,12,15.0
Generator,2040,12,31,12,15.0
Generator,2041,12,31,12,15.0
Generator,2042,12,31,12,15.0
Generator,2043,12,31,12,15.0
Generator,2044,12,31,12,15.0
Generator,2045,12,31,12,15.0
Generator,2046,12,31,12,15.0
Generator,2047,12,31,12,15.0
Generator,2048,12,31,12,15.0
Generator,2049,12,31,12,15.0
Generator,2050,12,31,12,15.0
Generator,2051,12,31,12,15.0
Generator,2052,12,31,12,15.0
Generator,2023,12,31,12,75.0
Generator,2024,12,31,12,75.0
Generator,2025,12,31,12,75.0
Generator,2026,12,31,12,75.0
Generator,2027,12,31,12,75.0
Generator,2028,12,31,12,75.0
Generator,2029,12,31,12,75.0
Generator,2030,12,31,12,75.0
Generator,2031,12,31,12,75.0
Generator,2032,12,31,12,75.0
Generator,2033,12,31,12,75.0
Generator,2034,12,31,12,75.0
Generator,2035,12,31,12,75.0
Generator,2036,12,31,12,75.0
Generator,2037,12,31,12,75.0
Generator,2038,12,31,12,75.0
Generator,2039,12,31,12,75.0
Generator,2040,12,31,12,75.0
Generator,2041,12,31,12,75.0
Generator,2042,12,31,12,75.0
Generator,2043,12,31,12,75.0
Generator,2044,12,31,12,75.0
Generator,2045,12,31,12,75.0
Generator,2046,12,31,12,75.0
Generator,2047,12,31,12,75.0
Generator,2048,12,31,12,75.0
Generator,2049,12,31,12,75.0
Generator,2050,12,31,12,75.0
Generator,2051,12,31,12,75.0
Generator,2052,12,31,12,75.0
Generator,2023,12,31,12,48.0
Generator,2024,12,31,12,48.0
Generator,2025,12,31,12,48.0
Generator,2026,12,31,12,48.0
Generator,2027,12,31,12,48.0
Generator,2028,12,31,12,48.0
Generator,2029,12,31,12,48.0
Generator,2030,12,31,12,48.0
Generator,2031,12,31,12,48.0
Generator,2032,12,31,12,48.0
Generator,2033,12,31,12,48.0
Generator,2034,12,31,12,48.0
Generator,2035,12,31,12,48.0
Generator,2036,12,31,12,48.0
Generator,2037,12,31,12,48.0
Generator,2038,12,31,12,48.0
Generator,2039,12,31,12,48.0
Generator,2040,12,31,12,48.0
Generator,2041,12,31,12,48.0
Generator,2042,12,31,12,48.0
Generator,2043,12,31,12,48.0
Generator,2044,12,31,12,48.0
Generator,2045,12,31,12,48.0
Generator,2046,12,31,12,48.0
Generator,2047,12,31,12,48.0
Generator,2048,12,31,12,48.0
Generator,2049,12,31,12,48.0
Generator,2050,12,31,12,48.0
Generator,2051,12,31,12,48.0
Generator,2052,12,31,12,48.0
Generator,2023,12,31,12,101.0
Generator,2024,12,31,12,101.0
Generator,2025,12,31,12,101.0
Generator,2026,12,31,12,101.0
Generator,2027,12,31,12,101.0
Generator,2028,12,31,12,101.0
Generator,2029,12,31,12,101.0
Generator,2030,12,31,12,101.0
Generator,2031,12,31,12,101.0
Generator,2032,12,31,12,101.0
Generator,2033,12,31,12,101.0
Generator,2034,12,31,12,101.0
Generator,2035,12,31,12,101.0
Generator,2036,12,31,12,101.0
Generator,2037,12,31,12,101.0
Generator,2038,12,31,12,101.0
Generator,2039,12,31,12,101.0
Generator,2040,12,31,12,101.0
Generator,2041,12,31,12,101.0
Generator,2042,12,31,12,101.0
Generator,2043,12,31,12,101.0
Generator,2044,12,31,12,101.0
Generator,2045,12,31,12,101.0
Generator,2046,12,31,12,101.0
Generator,2047,12,31,12,101.0
Generator,2048,12,31,12,101.0
Generator,2049,12,31,12,101.0
Generator,2050,12,31,12,101.0
Generator,2051,12,31,12,101.0
Generator,2052,12,31,12,101.0
Generator,2023,12,31,12,101.0
Generator,2024,12,31,12,101.0
Generator,2025,12,31,12,101.0
Generator,2026,12,31,12,101.0
Generator,2027,12,31,12,101.0
Generator,2028,12,31,12,101.0
Generator,2029,12,31,12,101.0
Generator,2030,12,31,12,101.0
Generator,2031,12,31,12,101.0
Generator,2032,12,31,12,101.0
Generator,2033,12,31,12,101.0
Generator,2034,12,31,12,101.0
Generator,2035,12,31,12,101.0
Generator,2036,12,31,12,101.0
Generator,2037,12,31,12,101.0
Generator,2038,12,31,12,101.0
Generator,2039,12,31,12,101.0
Generator,2040,12,31,12,101.0
Generator,2041,12,31,12,101.0
Generator,2042,12,31,12,101.0
Generator,2043,12,31,12,101.0
Generator,2044,12,31,12,101.0
Generator,2045,12,31,12,101.0
Generator,2046,12,31,12,101.0
Generator,2047,12,31,12,101.0
Generator,2048,12,31,12,101.0
Generator,2049,12,31,12,101.0
Generator,2050,12,31,12,101.0
Generator,2051,12,31,12,101.0
Generator,2052,12,31,12,101.0
Generator,2023,12,31,12,92.0
Generator,2024,12,31,12,92.0
Generator,2025,12,31,12,92.0
Generator,2026,12,31,12,92.0
Generator,2027,12,31,12,92.0
Generator,2028,12,31,12,92.0
Generator,2029,12,31,12,92.0
Generator,2030,12,31,12,92.0
Generator,2031,12,31,12,92.0
Generator,2032,12,31,12,92.0
Generator,2033,12,31,12,92.0
Generator,2034,12,31,12,92.0
Generator,2035,12,31,12,92.0
Generator,2036,12,31,12,92.0
Generator,2037,12,31,12,92.0
Generator,2038,12,31,12,92.0
Generator,2039,12,31,12,92.0
Generator,2040,12,31,12,92.0
Generator,2041,12,31,12,92.0
Generator,2042,12,31,12,92.0
Generator,2043,12,31,12,92.0
Generator,2044,12,31,12,92.0
Generator,2045,12,31,12,92.0
Generator,2046,12,31,12,92.0
Generator,2047,12,31,12,92.0
Generator,2048,12,31,12,92.0
Generator,2049,12,31,12,92.0
Generator,2050,12,31,12,92.0
Generator,2051,12,31,12,92.0
Generator,2052,12,31,12,92.0
Generator,2023,12,31,12,48.0
Generator,2024,12,31,12,48.0
Generator,2025,12,31,12,48.0
Generator,2026,12,31,12,48.0
Generator,2027,12,31,12,48.0
Generator,2028,12,31,12,48.0
Generator,2029,12,31,12,48.0
Generator,2030,12,31,12,48.0
Generator,2031,12,31,12,48.0
Generator,2032,12,31,12,48.0
Generator,2033,12,31,12,48.0
Generator,2034,12,31,12,48.0
Generator,2035,12,31,12,48.0
Generator,2036,12,31,12,48.0
Generator,2037,12,31,12,48.0
Generator,2038,12,31,12,48.0
Generator,2039,12,31,12,48.0
Generator,2040,12,31,12,48.0
Generator,2041,12,31,12,48.0
Generator,2042,12,31,12,48.0
Generator,2043,12,31,12,48.0
Generator,2044,12,31,12,48.0
Generator,2045,12,31,12,48.0
Generator,2046,12,31,12,48.0
Generator,2047,12,31,12,48.0
Generator,2048,12,31,12,48.0
Generator,2049,12,31,12,48.0
Generator,2050,12,31,12,48.0
Generator,2051,12,31,12,48.0
Generator,2052,12,31,12,48.0
Generator,2023,12,31,12,48.0
Generator,2024,12,31,12,48.0
Generator,2025,12,31,12,48.0
Generator,2026,12,31,12,48.0
Generator,2027,12,31,12,48.0
Generator,2028,12,31,12,48.0
Generator,2029,12,31,12,48.0
Generator,2030,12,31,12,48.0
Generator,2031,12,31,12,48.0
Generator,2032,12,31,12,48.0
Generator,2033,12,31,12,48.0
Generator,2034,12,31,12,48.0
Generator,2035,12,31,12,48.0
Generator,2036,12,31,12,48.0
Generator,2037,12,31,12,48.0
Generator,2038,12,31,12,48.0
Generator,2039,12,31,12,48.0
Generator,2040,12,31,12,48.0
Generator,2041,12,31,12,48.0
Generator,2042,12,31,12,48.0
Generator,2043,12,31,12,48.0
Generator,2044,12,31,12,48.0
Generator,2045,12,31,12,48.0
Generator,2046,12,31,12,48.0
Generator,2047,12,31,12,48.0
Generator,2048,12,31,12,48.0
Generator,2049,12,31,12,48.0
Generator,2050,12,31,12,48.0
Generator,2051,12,31,12,48.0
Generator,2052,12,31,12,48.0
Generator,2023,12,31,12,120.0
Generator,2024,12,31,12,120.0
Generator,2025,12,31,12,120.0
Generator,2026,12,31,12,120.0
Generator,2027,12,31,12,120.0
Generator,2028,12,31,12,120.0
Generator,2029,12,31,12,120.0
Generator,2030,12,31,12,120.0
Generator,2031,12,31,12,120.0
Generator,2032,12,31,12,120.0
Generator,2033,12,31,12,120.0
Generator,2034,12,31,12,120.0
Generator,2035,12,31,12,120.0
Generator,2036,12,31,12,120.0
Generator,2037,12,31,12,120.0
Generator,2038,12,31,12,120.0
Generator,2039,12,31,12,120.0
Generator,2040,12,31,12,120.0
Generator,2041,12,31,12,120.0
Generator,2042,12,31,12,120.0
Generator,2043,12,31,12,120.0
Generator,2044,12,31,12,120.0
Generator,2045,12,31,12,120.0
Generator,2046,12,31,12,120.0
Generator,2047,12,31,12,120.0
Generator,2048,12,31,12,120.0
Generator,2049,12,31,12,120.0
Generator,2050,12,31,12,120.0
Generator,2051,12,31,12,120.0
Generator,2052,12,31,12,120.0
Generator,2023,12,31,12,40.0
Generator,2024,12,31,12,40.0
Generator,2025,12,31,12,40.0
Generator,2026,12,31,12,40.0
Generator,2027,12,31,12,40.0
Generator,2028,12,31,12,40.0
Generator,2029,12,31,12,40.0
Generator,2030,12,31,12,40.0
Generator,2031,12,31,12,40.0
Generator,2032,12,31,12,40.0
Generator,2033,12,31,12,40.0
Generator,2034,12,31,12,40.0
Generator,2035,12,31,12,40.0
Generator,2036,12,31,12,40.0
Generator,2037,12,31,12,40.0
Generator,2038,12,31,12,40.0
Generator,2039,12,31,12,40.0
Generator,2040,12,31,12,40.0
Generator,2041,12,31,12,40.0
Generator,2042,12,31,12,40.0
Generator,2043,12,31,12,40.0
Generator,2044,12,31,12,40.0
Generator,2045,12,31,12,40.0
Generator,2046,12,31,12,40.0
Generator,2047,12,31,12,40.0
Generator,2048,12,31,12,40.0
Generator,2049,12,31,12,40.0
Generator,2050,12,31,12,40.0
Generator,2051,12,31,12,40.0
Generator,2052,12,31,12,40.0
Generator,2023,12,31,12,129.5
Generator,2024,12,31,12,129.5
Generator,2025,12,31,12,129.5
Generator,2026,12,31,12,129.5
Generator,2027,12,31,12,129.5
Generator,2028,12,31,12,129.5
Generator,2029,12,31,12,129.5
Generator,2030,12,31,12,129.5
Generator,2031,12,31,12,129.5
Generator,2032,12,31,12,129.5
Generator,2033,12,31,12,129.5
Generator,2034,12,31,12,129.5
Generator,2035,12,31,12,129.5
Generator,2036,12,31,12,129.5
Generator,2037,12,31,12,129.5
Generator,2038,12,31,12,129.5
Generator,2039,12,31,12,129.5
Generator,2040,12,31,12,129.5
Generator,2041,12,31,12,129.5
Generator,2042,12,31,12,129.5
Generator,2043,12,31,12,129.5
Generator,2044,12,31,12,129.5
Generator,2045,12,31,12,129.5
Generator,2046,12,31,12,129.5
Generator,2047,12,31,12,129.5
Generator,2048,12,31,12,129.5
Generator,2049,12,31,12,129.5
Generator,2050,12,31,12,129.5
Generator,2051,12,31,12,0.0
Generator,2052,12,31,12,0.0
Generator,2023,12,31,12,180.0
Generator,2024,12,31,12,180.0
Generator,2025,12,31,12,180.0
Generator,2026,12,31,12,180.0
Generator,2027,12,31,12,180.0
Generator,2028,12,31,12,180.0
Generator,2029,12,31,12,180.0
Generator,2030,12,31,12,180.0
Generator,2031,12,31,12,180.0
Generator,2032,12,31,12,180.0
Generator,2033,12,31,12,180.0
Generator,2034,12,31,12,180.0
Generator,2035,12,31,12,180.0
Generator,2036,12,31,12,180.0
Generator,2037,12,31,12,180.0
Generator,2038,12,31,12,180.0
Generator,2039,12,31,12,180.0
Generator,2040,12,31,12,180.0
Generator,2041,12,31,12,180.0
Generator,2042,12,31,12,180.0
Generator,2043,12,31,12,180.0
Generator,2044,12,31,12,180.0
Generator,2045,12,31,12,180.0
Generator,2046,12,31,12,180.0
Generator,2047,12,31,12,180.0
Generator,2048,12,31,12,180.0
Generator,2049,12,31,12,180.0
Generator,2050,12,31,12,180.0
Generator,2051,12,31,12,180.0
Generator,2052,12,31,12,180.0
Generator,2023,12,31,12,4.0
Generator,2024,12,31,12,4.0
Generator,2025,12,31,12,4.0
Generator,2026,12,31,12,4.0
Generator,2027,12,31,12,4.0
Generator,2028,12,31,12,4.0
Generator,2029,12,31,12,4.0
Generator,2030,12,31,12,4.0
Generator,2031,12,31,12,4.0
Generator,2032,12,31,12,4.0
Generator,2033,12,31,12,4.0
Generator,2034,12,31,12,4.0
Generator,2035,12,31,12,4.0
Generator,2036,12,31,12,4.0
Generator,2037,12,31,12,4.0
Generator,2038,12,31,12,4.0
Generator,2039,12,31,12,4.0
Generator,2040,12,31,12,4.0
Generator,2041,12,31,12,4.0
Generator,2042,12,31,12,4.0
Generator,2043,12,31,12,4.0
Generator,2044,12,31,12,4.0
Generator,2045,12,31,12,4.0
Generator,2046,12,31,12,4.0
Generator,2047,12,31,12,4.0
Generator,2048,12,31,12,4.0
Generator,2049,12,31,12,4.0
Generator,2050,12,31,12,4.0
Generator,2051,12,31,12,0.0
Generator,2052,12,31,12,0.0
Generator,2023,12,31,12,96.0
Generator,2024,12,31,12,96.0
Generator,2025,12,31,12,96.0
Generator,2026,12,31,12,96.0
Generator,2027,12,31,12,96.0
Generator,2028,12,31,12,96.0
Generator,2029,12,31,12,96.0
Generator,2030,12,31,12,96.0
Generator,2031,12,31,12,96.0
Generator,2032,12,31,12,96.0
Generator,2033,12,31,12,96.0
Generator,2034,12,31,12,96.0
Generator,2035,12,31,12,96.0
Generator,2036,12,31,12,96.0
Generator,2037,12,31,12,96.0
Generator,2038,12,31,12,96.0
Generator,2039,12,31,12,96.0
Generator,2040,12,31,12,96.0
Generator,2041,12,31,12,96.0
Generator,2042,12,31,12,96.0
Generator,2043,12,31,12,96.0
Generator,2044,12,31,12,96.0
Generator,2045,12,31,12,96.0
Generator,2046,12,31,12,96.0
Generator,2047,12,31,12,96.0
Generator,2048,12,31,12,96.0
Generator,2049,12,31,12,96.0
Generator,2050,12,31,12,96.0
Generator,2051,12,31,12,96.0
Generator,2052,12,31,12,96.0
Generator,2023,12,31,12,225.0
Generator,2024,12,31,12,225.0
Generator,2025,12,31,12,225.0
Generator,2026,12,31,12,225.0
Generator,2027,12,31,12,225.0
Generator,2028,12,31,12,225.0
Generator,2029,12,31,12,225.0
Generator,2030,12,31,12,225.0
Generator,2031,12,31,12,225.0
Generator,2032,12,31,12,225.0
Generator,2033,12,31,12,225.0
Generator,2034,12,31,12,225.0
Generator,2035,12,31,12,225.0
Generator,2036,12,31,12,225.0
Generator,2037,12,31,12,225.0
Generator,2038,12,31,12,225.0
Generator,2039,12,31,12,225.0
Generator,2040,12,31,12,225.0
Generator,2041,12,31,12,225.0
Generator,2042,12,31,12,225.0
Generator,2043,12,31,12,225.0
Generator,2044,12,31,12,225.0
Generator,2045,12,31,12,225.0
Generator,2046,12,31,12,225.0
Generator,2047,12,31,12,225.0
Generator,2048,12,31,12,225.0
Generator,2049,12,31,12,225.0
Generator,2050,12,31,12,225.0
Generator,2051,12,31,12,225.0
Generator,2052,12,31,12,225.0
Generator,2023,12,31,12,80.0
Generator,2024,12,31,12,80.0
Generator,2025,12,31,12,80.0
Generator,2026,12,31,12,80.0
Generator,2027,12,31,12,80.0
Generator,2028,12,31,12,80.0
Generator,2029,12,31,12,80.0
Generator,2030,12,31,12,80.0
Generator,2031,12,31,12,80.0
Generator,2032,12,31,12,80.0
Generator,2033,12,31,12,80.0
Generator,2034,12,31,12,80.0
Generator,2035,12,31,12,80.0
Generator,2036,12,31,12,80.0
Generator,2037,12,31,12,80.0
Generator,2038,12,31,12,80.0
Generator,2039,12,31,12,80.0
Generator,2040,12,31,12,80.0
Generator,2041,12,31,12,80.0
Generator,2042,12,31,12,80.0
Generator,2043,12,31,12,80.0
Generator,2044,12,31,12,80.0
Generator,2045,12,31,12,80.0
Generator,2046,12,31,12,80.0
Generator,2047,12,31,12,80.0
Generator,2048,12,31,12,80.0
Generator,2049,12,31,12,80.0
Generator,2050,12,31,12,80.0
Generator,2051,12,31,12,80.0
Generator,2052,12,31,12,80.0
Generator,2023,12,31,12,6.0
Generator,2024,12,31,12,6.0
Generator,2025,12,31,12,6.0
Generator,2026,12,31,12,6.0
Generator,2027,12,31,12,6.0
Generator,2028,12,31,12,6.0
Generator,2029,12,31,12,6.0
Generator,2030,12,31,12,6.0
Generator,2031,12,31,12,6.0
Generator,2032,12,31,12,6.0
Generator,2033,12,31,12,6.0
Generator,2034,12,31,12,6.0
Generator,2035,12,31,12,6.0
Generator,2036,12,31,12,6.0
Generator,2037,12,31,12,6.0
Generator,2038,12,31,12,6.0
Generator,2039,12,31,12,6.0
Generator,2040,12,31,12,6.0
Generator,2041,12,31,12,6.0
Generator,2042,12,31,12,6.0
Generator,2043,12,31,12,6.0
Generator,2044,12,31,12,6.0
Generator,2045,12,31,12,6.0
Generator,2046,12,31,12,6.0
Generator,2047,12,31,12,6.0
Generator,2048,12,31,12,6.0
Generator,2049,12,31,12,6.0
Generator,2050,12,31,12,6.0
Generator,2051,12,31,12,6.0
Generator,2052,12,31,12,6.0
Generator,2023,12,31,12,15.0
Generator,2024,12,31,12,15.0
Generator,2025,12,31,12,15.0
Generator,2026,12,31,12,15.0
Generator,2027,12,31,12,15.0
Generator,2028,12,31,12,15.0
Generator,2029,12,31,12,15.0
Generator,2030,12,31,12,15.0
Generator,2031,12,31,12,15.0
Generator,2032,12,31,12,15.0
Generator,2033,12,31,12,15.0
Generator,2034,12,31,12,15.0
Generator,2035,12,31,12,15.0
Generator,2036,12,31,12,15.0
Generator,2037,12,31,12,15.0
Generator,2038,12,31,12,15.0
Generator,2039,12,31,12,15.0
Generator,2040,12,31,12,15.0
Generator,2041,12,31,12,15.0
Generator,2042,12,31,12,15.0
Generator,2043,12,31,12,15.0
Generator,2044,12,31,12,15.0
Generator,2045,12,31,12,15.0
Generator,2046,12,31,12,15.0
Generator,2047,12,31,12,15.0
Generator,2048,12,31,12,15.0
Generator,2049,12,31,12,15.0
Generator,2050,12,31,12,15.0
Generator,2051,12,31,12,15.0
Generator,2052,12,31,12,15.0
Generator,2023,12,31,12,81.1
Generator,2024,12,31,12,81.1
Generator,2025,12,31,12,81.1
Generator,2026,12,31,12,81.1
Generator,2027,12,31,12,81.1
Generator,2028,12,31,12,81.1
Generator,2029,12,31,12,81.1
Generator,2030,12,31,12,81.1
Generator,2031,12,31,12,81.1
Generator,2032,12,31,12,81.1
Generator,2033,12,31,12,81.1
Generator,2034,12,31,12,81.1
Generator,2035,12,31,12,81.1
Generator,2036,12,31,12,81.1
Generator,2037,12,31,12,81.1
Generator,2038,12,31,12,81.1
Generator,2039,12,31,12,81.1
Generator,2040,12,31,12,81.1
